"CUSIP.NO";"X";"ISSUER.NAME";"ISSUER.DESCRIPTION";"STATUS"
"29670E 10 7";"*";"ESSENTIAL PPTYS RLTY TR INC";"COM";""
"29670E 90 7";"";"ESSENTIAL PPTYS RLTY TR INC";"CALL";""
"29670E 95 7";"";"ESSENTIAL PPTYS RLTY TR INC";"PUT";""
"297178 10 5";"*";"ESSEX PPTY TR INC";"COM";""
"297178 90 5";"";"ESSEX PPTY TR INC";"CALL";""
"297178 95 5";"";"ESSEX PPTY TR INC";"PUT";""
"297602 10 4";"*";"ETHAN ALLEN INTERIORS INC";"COM";""
"297602 90 4";"";"ETHAN ALLEN INTERIORS INC";"CALL";""
"297602 95 4";"";"ETHAN ALLEN INTERIORS INC";"PUT";""
"29772L 10 8";"";"ETON PHARMACEUTICALS INC";"COM";""
"29786A AC 0";"";"ETSY INC";"NOTE3/0";""
"29786A 10 6";"*";"ETSY INC";"COM";""
"29786A 90 6";"";"ETSY INC";"CALL";""
"29786A 95 6";"";"ETSY INC";"PUT";""
"298736 AH 2";"";"EURONET WORLDWIDE INC";"NOTE  1.500%10/0";"DELETED"
"298736 10 9";"*";"EURONET WORLDWIDE INC";"COM";""
"298736 90 9";"";"EURONET WORLDWIDE INC";"CALL";""
"298736 95 9";"";"EURONET WORLDWIDE INC";"PUT";""
"298768 10 2";"";"EUROPEAN EQUITY FUND";"COM";""
"29911Q 20 8";"";"EVANS BANCORP INC";"COM NEW";""
"299734 10 3";"";"EVELO BIOSCIENCES INC";"COM";""
"29975E 10 9";"*";"EVENTBRITE INC";"COM CL A";""
"29975E 90 9";"";"EVENTBRITE INC";"CALL";""
"29975E 95 9";"";"EVENTBRITE INC";"PUT";""
"299766 20 4";"";"EVER GLORY INTL GRP INC";"COM NEW";""
"29977A 10 5";"*";"EVERCORE INC";"CLASS A";""
"29977A 90 5";"";"EVERCORE INC";"CALL";""
"29977A 95 5";"";"EVERCORE INC";"PUT";""
"29978A AA 2";"";"EVERBRIDGE INC";"NOTE  1.500%11/0";""
"29978A 10 4";"*";"EVERBRIDGE INC";"COM";" "
"29978A 90 4";"";"EVERBRIDGE INC";"CALL";" "
"29978A 95 4";"";"EVERBRIDGE INC";"PUT";" "
"30034T 10 3";"*";"EVERI HLDGS INC";"COM";" "
"30034T 90 3";"";"EVERI HLDGS INC";"CALL";" "
"30034T 95 3";"";"EVERI HLDGS INC";"PUT";" "
"30034W 10 6";"*";"EVERGY INC";"COM";" "
"30034W 90 6";"";"EVERGY INC";"CALL";" "
"30034W 95 6";"";"EVERGY INC";"PUT";" "
"30040P 10 3";"*";"EVERTEC INC";"COM";" "
"30040P 90 3";"";"EVERTEC INC";"CALL";" "
"30040P 95 3";"";"EVERTEC INC";"PUT";" "
"30040W 10 8";"*";"EVERSOURCE ENERGY";"COM";" "
"30040W 90 8";"";"EVERSOURCE ENERGY";"CALL";" "
"30040W 95 8";"";"EVERSOURCE ENERGY";"PUT";" "
"30041R 10 8";"";"EVERQUOTE INC";"COM CL A";" "
"30041T 10 4";"";"EVERSPIN TECHNOLOGIES INC";"COM";" "
"30048L 10 4";"";"EVOFEM BIOSCIENCES INC";"COM";" "
"300487 10 5";"*";"EVINE LIVE INC";"CL A";" "
"300487 90 5";"";"EVINE LIVE INC";"CALL";" "
"300487 95 5";"";"EVINE LIVE INC";"PUT";" "
"30049A 10 7";"*";"EVOLUTION PETROLEUM CORP";"COM";" "
"30049A 90 7";"";"EVOLUTION PETROLEUM CORP";"CALL";" "
"30049A 95 7";"";"EVOLUTION PETROLEUM CORP";"PUT";" "
"30049G 10 4";"";"EVOKE PHARMA INC";"COM";" "
"30049R 20 9";"*";"EVOLVING SYS INC";"COM NEW";" "
"30049R 90 9";"";"EVOLVING SYS INC";"CALL";" "
"30049R 95 9";"";"EVOLVING SYS INC";"PUT";" "
"30050B AB 7";"";"EVOLENT HEALTH INC";"NOTE  2.000%12/0";" "
"30050B 10 1";"*";"EVOLENT HEALTH INC";"CL A";" "
"30050B 90 1";"";"EVOLENT HEALTH INC";"CALL";" "
"30050B 95 1";"";"EVOLENT HEALTH INC";"PUT";" "
"30052C 10 7";"*";"EVOLUS INC";"COM";" "
"30052C 90 7";"";"EVOLUS INC";"CALL";" "
"30052C 95 7";"";"EVOLUS INC";"PUT";""
"30057T 10 5";"*";"EVOQUA WATER TECHNOLOGIES CO";"COM";""
"30057T 90 5";"";"EVOQUA WATER TECHNOLOGIES CO";"CALL";""
"30057T 95 5";"";"EVOQUA WATER TECHNOLOGIES CO";"PUT";""
"30063P AA 3";"";"EXACT SCIENCES CORP";"NOTE  1.000% 1/1";""
"30063P AB 1";"";"EXACT SCIENCES CORP";"NOTE  0.375% 3/1";""
"30063P 10 5";"*";"EXACT SCIENCES CORP";"COM";""
"30063P 90 5";"";"EXACT SCIENCES CORP";"CALL";""
"30063P 95 5";"";"EXACT SCIENCES CORP";"PUT";""
"30068N 10 5";"*";"EXANTAS CAP CORP";"COM NEW";""
"30068N 90 5";"";"EXANTAS CAP CORP";"CALL";""
"30068N 95 5";"";"EXANTAS CAP CORP";"PUT";""
"301505 30 1";"";"EXCHANGE TRADED CONCEPTS TR";"YLD SHS HGH INC";""
"301505 40 0";"";"EXCHANGE TRADED CONCEPTS TR";"FLAG FRNSIC ACC";""
"301505 70 7";"*";"EXCHANGE TRADED CONCEPTS TR";"ROBO GLB ETF";""
"301505 90 7";"";"EXCHANGE TRADED CONCEPTS TR";"CALL";""
"301505 95 7";"";"EXCHANGE TRADED CONCEPTS TR";"PUT";""
"301505 72 3";"";"EXCHANGE TRADED CONCEPTS TR";"ROBO GBL HLTCR";"ADDED"
"301505 74 9";"";"EXCHANGE TRADED CONCEPTS TR";"VSPR US LC ETF";""
"301505 75 6";"";"EXCHANGE TRADED CONCEPTS TR";"IDEANOMICS NXTGN";""
"301505 76 4";"";"EXCHANGE TRADED CONCEPTS TR";"INNOVATION SHS";""
"301505 78 0";"";"EXCHANGE TRADED CONCEPTS TR";"BERNSTEIN GBL";""
"301505 79 8";"";"EXCHANGE TRADED CONCEPTS TR";"BERNSTEIN US RSH";""
"301505 80 6";"";"EXCHANGE TRADED CONCEPTS TR";"HULL TACTIC US";""
"301505 81 4";"";"EXCHANGE TRADED CONCEPTS TR";"ETF IND EX FIN";"DELETED"
"301505 88 9";"";"EXCHANGE TRADED CONCEPTS TR";"EMQQ EM INTERN";""
"30151E 60 8";"";"EXCHANGE LISTED FDS TR";"KNLDG LD WD ETF";""
"30151E 78 0";"";"EXCHANGE LISTED FDS TR";"QRAFT AI US MMTM";"ADDED"
"30151E 79 8";"";"EXCHANGE LISTED FDS TR";"QRAFT AI ENHCD";"ADDED"
"30151E 80 6";"";"EXCHANGE LISTED FDS TR";"SABA INT RATE";""
"30151E 81 4";"*";"EXCHANGE LISTED FDS TR";"HIGH YIELD ETF";""
"30151E 90 4";"";"EXCHANGE LISTED FDS TR";"CALL";""
"30151E 95 4";"";"EXCHANGE LISTED FDS TR";"PUT";""
"30151E 84 8";"";"EXCHANGE LISTED FDS TR";"INSIGHTSHARES";""
"30151E 85 5";"";"EXCHANGE LISTED FDS TR";"INSIGHTSHARES";" "
"30161N 10 1";"*";"EXELON CORP";"COM";" "
"30161N 90 1";"";"EXELON CORP";"CALL";" "
"30161N 95 1";"";"EXELON CORP";"PUT";" "
"30161Q 10 4";"*";"EXELIXIS INC";"COM";" "
"30161Q 90 4";"";"EXELIXIS INC";"CALL";" "
"30161Q 95 4";"";"EXELIXIS INC";"PUT";" "
"30162V 10 2";"";"EXELA TECHNOLOGIES INC";"COM";" "
"302046 10 7";"";"EXFO INC";"SUB VTG SHS";" "
"302081 10 4";"*";"EXLSERVICE HOLDINGS INC";"COM";" "
"302081 90 4";"";"EXLSERVICE HOLDINGS INC";"CALL";" "
"302081 95 4";"";"EXLSERVICE HOLDINGS INC";"PUT";" "
"302104 10 4";"*";"EXONE CO";"COM";" "
"302104 90 4";"";"EXONE CO";"CALL";" "
"302104 95 4";"";"EXONE CO";"PUT";" "
"30212P 30 3";"*";"EXPEDIA GROUP INC";"COM NEW";" "
"30212P 90 3";"";"EXPEDIA GROUP INC";"CALL";" "
"30212P 95 3";"";"EXPEDIA GROUP INC";"PUT";" "
"30212W 10 0";"";"EXP WORLD HOLDINGS INC";"COM";" "
"302130 10 9";"*";"EXPEDITORS INTL WASH INC";"COM";" "
"302130 90 9";"";"EXPEDITORS INTL WASH INC";"CALL";" "
"302130 95 9";"";"EXPEDITORS INTL WASH INC";"PUT";" "
"30214U 10 2";"*";"EXPONENT INC";"COM";" "
"30214U 90 2";"";"EXPONENT INC";"CALL";" "
"30214U 95 2";"";"EXPONENT INC";"PUT";" "
"30219E 10 3";"*";"EXPRESS INC";"COM";" "
"30219E 90 3";"";"EXPRESS INC";"CALL";" "
"30219E 95 3";"";"EXPRESS INC";"PUT";" "
"30224P 20 0";"*";"EXTENDED STAY AMER INC";"UNIT 99/99/9999B";" "
"30224P 90 0";"";"EXTENDED STAY AMER INC";"CALL";" "
"30224P 95 0";"";"EXTENDED STAY AMER INC";"PUT";" "
"30225T 10 2";"*";"EXTRA SPACE STORAGE INC";"COM";" "
"30225T 90 2";"";"EXTRA SPACE STORAGE INC";"CALL";" "
"30225T 95 2";"";"EXTRA SPACE STORAGE INC";"PUT";" "
"30226D 10 6";"*";"EXTREME NETWORKS INC";"COM";""
"30226D 90 6";"";"EXTREME NETWORKS INC";"CALL";""
"30226D 95 6";"";"EXTREME NETWORKS INC";"PUT";""
"30227H 10 6";"*";"EXTERRAN CORP";"COM";""
"30227H 90 6";"";"EXTERRAN CORP";"CALL";""
"30227H 95 6";"";"EXTERRAN CORP";"PUT";""
"30227M 10 5";"*";"EXTRACTION OIL AND GAS INC";"COM";""
"30227M 90 5";"";"EXTRACTION OIL AND GAS INC";"CALL";""
"30227M 95 5";"";"EXTRACTION OIL AND GAS INC";"PUT";""
"302301 AB 2";"";"EZCORP INC";"NOTE  2.125% 6/1";"DELETED"
"302301 AE 6";"";"EZCORP INC";"NOTE  2.375% 5/0";"ADDED"
"302301 AF 3";"";"EZCORP INC";"NOTE  2.875% 7/0";""
"302301 10 6";"*";"EZCORP INC";"CL A NON VTG";""
"302301 90 6";"";"EZCORP INC";"CALL";""
"302301 95 6";"";"EZCORP INC";"PUT";""
"30231G 10 2";"*";"EXXON MOBIL CORP";"COM";""
"30231G 90 2";"";"EXXON MOBIL CORP";"CALL";""
"30231G 95 2";"";"EXXON MOBIL CORP";"PUT";""
"30233G 10 0";"*";"EYEPOINT PHARMACEUTICALS INC";"COM";""
"30233G 90 0";"";"EYEPOINT PHARMACEUTICALS INC";"CALL";""
"30233G 95 0";"";"EYEPOINT PHARMACEUTICALS INC";"PUT";""
"30233M 10 7";"";"EYEGATE PHARMACEUTICALS INC";"COM";""
"30233M 11 5";"";"EYEGATE PHARMACEUTICALS INC";"*W EXP 08/05/202";""
"30234E 10 4";"";"EYENOVIA INC";"COM";""
"30239F 10 6";"*";"FBL FINL GROUP INC";"CL A";""
"30239F 90 6";"";"FBL FINL GROUP INC";"CALL";""
"30239F 95 6";"";"FBL FINL GROUP INC";"PUT";""
"302445 10 1";"*";"FLIR SYS INC";"COM";""
"302445 90 1";"";"FLIR SYS INC";"CALL";""
"302445 95 1";"";"FLIR SYS INC";"PUT";""
"302491 30 3";"*";"F M C CORP";"COM NEW";""
"302491 90 3";"";"F M C CORP";"CALL";""
"302491 95 3";"";"F M C CORP";"PUT";""
"302520 10 1";"*";"FNB CORP PA";"COM";""
"302520 90 1";"";"FNB CORP PA";"CALL";""
"302520 95 1";"";"FNB CORP PA";"PUT";""
"30257X 10 4";"";"FB FINL CORP";"COM";""
"302578 10 9";"";"FNCB BANCORP INC";"COM";""
"30258M 10 7";"";"FFBW INC";"COM";""
"30258N 10 5";"";"FAT BRANDS INC";"COM";""
"30263Y 10 4";"";"FS BANCORP INC";"COM";""
"302635 10 7";"*";"FS KKR CAPITAL CORP";"COM";""
"302635 90 7";"";"FS KKR CAPITAL CORP";"CALL";""
"302635 95 7";"";"FS KKR CAPITAL CORP";"PUT";""
"30281V 10 8";"*";"FTD COS INC";"COM";"DELETED"
"30281V 90 8";"";"FTD COS INC";"CALL";"DELETED"
"30281V 95 8";"";"FTD COS INC";"PUT";"DELETED"
"30283R 40 2";"";"FTE NETWORKS INC";"COM PAR";""
"30283W 10 4";"*";"FTS INTERNATIONAL INC";"COM";""
"30283W 90 4";"";"FTS INTERNATIONAL INC";"CALL";""
"30283W 95 4";"";"FTS INTERNATIONAL INC";"PUT";""
"30289C 10 2";"";"FSB BANCORP INC";"COM";""
"30292L 10 7";"";"FRP HLDGS INC";"COM";""
"302941 10 9";"*";"FTI CONSULTING INC";"COM";""
"302941 90 9";"";"FTI CONSULTING INC";"CALL";""
"302941 95 9";"";"FTI CONSULTING INC";"PUT";""
"30303M 10 2";"*";"FACEBOOK INC";"CL A";""
"30303M 90 2";"";"FACEBOOK INC";"CALL";""
"30303M 95 2";"";"FACEBOOK INC";"PUT";""
"303075 10 5";"*";"FACTSET RESH SYS INC";"COM";""
"303075 90 5";"";"FACTSET RESH SYS INC";"CALL";""
"303075 95 5";"";"FACTSET RESH SYS INC";"PUT";""
"303250 10 4";"*";"FAIR ISAAC CORP";"COM";""
"303250 90 4";"";"FAIR ISAAC CORP";"CALL";""
"303250 95 4";"";"FAIR ISAAC CORP";"PUT";""
"30607B 10 9";"";"FALCON MINERALS CORP";"CL A COM";""
"30607B 20 8";"";"FALCON MINERALS CORP";"*W EXP 07/21/202";""
"307068 10 6";"*";"FAMOUS DAVES AMER INC";"COM";""
"307068 90 6";"";"FAMOUS DAVES AMER INC";"CALL";""
"307068 95 6";"";"FAMOUS DAVES AMER INC";"PUT";""
"30711Y 10 2";"*";"FANG HLDGS LTD";"ADR";""
"30711Y 90 2";"";"FANG HLDGS LTD";"CALL";""
"30711Y 95 2";"";"FANG HLDGS LTD";"PUT";""
"30712A 10 3";"*";"FANHUA INC";"SPONSORED ADR";""
"30712A 90 3";"";"FANHUA INC";"CALL";""
"30712A 95 3";"";"FANHUA INC";"PUT";""
"30734W 10 9";"";"FAR PT ACQUISITION CORP";"COM CL A";""
"30734W 11 7";"";"FAR PT ACQUISITION CORP";"*W EXP 06/01/202";""
"30734W 20 8";"";"FAR PT ACQUISITION CORP";"UNIT 06/01/2025";""
"30744W 10 7";"*";"FARFETCH LTD";"ORD SH CL A";""
"30744W 90 7";"";"FARFETCH LTD";"CALL";""
"30744W 95 7";"";"FARFETCH LTD";"PUT";""
"307675 10 8";"";"FARMER BROS CO";"COM";""
"30779N 10 5";"";"FARMER & MERCHANTS BANCORP I";"COM";""
"309627 10 7";"*";"FARMERS NATL BANC CORP";"COM";""
"309627 90 7";"";"FARMERS NATL BANC CORP";"CALL";""
"309627 95 7";"";"FARMERS NATL BANC CORP";"PUT";""
"31154R 10 9";"*";"FARMLAND PARTNERS INC";"COM";""
"31154R 90 9";"";"FARMLAND PARTNERS INC";"CALL";""
"31154R 95 9";"";"FARMLAND PARTNERS INC";"PUT";""
"311642 10 2";"*";"FARO TECHNOLOGIES INC";"COM";""
"311642 90 2";"";"FARO TECHNOLOGIES INC";"CALL";""
"311642 95 2";"";"FARO TECHNOLOGIES INC";"PUT";""
"31188V 10 0";"*";"FASTLY INC";"CL A";"ADDED"
"31188V 90 0";"";"FASTLY INC";"CALL";"ADDED"
"31188V 95 0";"";"FASTLY INC";"PUT";"ADDED"
"31189P 10 2";"*";"FATE THERAPEUTICS INC";"COM";""
"31189P 90 2";"";"FATE THERAPEUTICS INC";"CALL";""
"31189P 95 2";"";"FATE THERAPEUTICS INC";"PUT";""
"311900 10 4";"*";"FASTENAL CO";"COM";""
"311900 90 4";"";"FASTENAL CO";"CALL";""
"311900 95 4";"";"FASTENAL CO";"PUT";""
"312059 10 8";"";"FAUQUIER BANKSHARES INC VA";"COM";""
"313148 10 8";"";"FEDERAL AGRIC MTG CORP";"CL A";""
"313148 30 6";"*";"FEDERAL AGRIC MTG CORP";"CL C";""
"313148 90 6";"";"FEDERAL AGRIC MTG CORP";"CALL";""
"313148 95 6";"";"FEDERAL AGRIC MTG CORP";"PUT";""
"313533 10 1";"";"FEDERAL LIFE GROUP INC";"COM";"DELETED"
"313747 20 6";"*";"FEDERAL REALTY INVT TR";"SH BEN INT NEW";""
"313747 90 6";"";"FEDERAL REALTY INVT TR";"CALL";""
"313747 95 6";"";"FEDERAL REALTY INVT TR";"PUT";""
"313855 10 8";"*";"FEDERAL SIGNAL CORP";"COM";""
"313855 90 8";"";"FEDERAL SIGNAL CORP";"CALL";""
"313855 95 8";"";"FEDERAL SIGNAL CORP";"PUT";""
"314211 10 3";"*";"FEDERATED INVS INC PA";"CL B";""
"314211 90 3";"";"FEDERATED INVS INC PA";"CALL";""
"314211 95 3";"";"FEDERATED INVS INC PA";"PUT";""
"31423P 10 8";"";"FEDERATED PREM MUN INC FD";"COM";""
"31428X 10 6";"*";"FEDEX CORP";"COM";""
"31428X 90 6";"";"FEDEX CORP";"CALL";""
"31428X 95 6";"";"FEDEX CORP";"PUT";""
"31431B 10 9";"*";"FEDNAT HLDG CO";"COM";""
"31431B 90 9";"";"FEDNAT HLDG CO";"CALL";""
"31431B 95 9";"";"FEDNAT HLDG CO";"PUT";""
"31447P 10 0";"*";"FENNEC PHARMACEUTICALS INC";"COM";""
"31447P 90 0";"";"FENNEC PHARMACEUTICALS INC";"CALL";""
"31447P 95 0";"";"FENNEC PHARMACEUTICALS INC";"PUT";""
"315293 10 0";"*";"FERRELLGAS PARTNERS L.P.";"UNIT LTD PART";""
"315293 90 0";"";"FERRELLGAS PARTNERS L.P.";"CALL";""
"315293 95 0";"";"FERRELLGAS PARTNERS L.P.";"PUT";""
"315405 10 0";"*";"FERRO CORP";"COM";""
"315405 90 0";"";"FERRO CORP";"CALL";""
"315405 95 0";"";"FERRO CORP";"PUT";""
"315616 10 2";"*";"F5 NETWORKS INC";"COM";""
"315616 90 2";"";"F5 NETWORKS INC";"CALL";""
"315616 95 2";"";"F5 NETWORKS INC";"PUT";""
"31572Q 80 8";"*";"FIBROGEN INC";"COM";" "
"31572Q 90 8";"";"FIBROGEN INC";"CALL";" "
"31572Q 95 8";"";"FIBROGEN INC";"PUT";" "
"315721 40 7";"*";"FIBROCELL SCIENCE INC";"COM";" "
"315721 90 7";"";"FIBROCELL SCIENCE INC";"CALL";" "
"315721 95 7";"";"FIBROCELL SCIENCE INC";"PUT";" "
"315912 80 8";"*";"FIDELITY COMWLTH TR";"NDQ CP IDX TRK";" "
"315912 90 8";"";"FIDELITY COMWLTH TR";"CALL";" "
"315912 95 8";"";"FIDELITY COMWLTH TR";"PUT";" "
"31609R 10 0";"";"FIDELITY D & D BANCORP INC";"COM";" "
"316092 20 4";"*";"FIDELITY";"MSCI CONSM DIS";" "
"316092 90 4";"";"FIDELITY";"CALL";" "
"316092 95 4";"";"FIDELITY";"PUT";" "
"316092 30 3";"";"FIDELITY";"CONSMR STAPLES";" "
"316092 40 2";"*";"FIDELITY";"MSCI ENERGY IDX";" "
"316092 90 2";"";"FIDELITY";"CALL";" "
"316092 95 2";"";"FIDELITY";"PUT";" "
"316092 50 1";"*";"FIDELITY";"MSCI FINLS IDX";" "
"316092 90 1";"";"FIDELITY";"CALL";" "
"316092 95 1";"";"FIDELITY";"PUT";" "
"316092 52 7";"";"FIDELITY";"SML MID FACTR";" "
"316092 53 5";"";"FIDELITY";"TARGETED INTL";" "
"316092 54 3";"";"FIDELITY";"TARGETED EMERG";" "
"316092 60 0";"*";"FIDELITY";"MSCI HLTH CARE I";" "
"316092 90 0";"";"FIDELITY";"CALL";" "
"316092 95 0";"";"FIDELITY";"PUT";" "
"316092 61 8";"";"FIDELITY";"HIGH YILD ETF";" "
"316092 70 9";"*";"FIDELITY";"MSCI INDL INDX";" "
"316092 90 9";"";"FIDELITY";"CALL";" "
"316092 95 9";"";"FIDELITY";"PUT";" "
"316092 71 7";"";"FIDELITY";"INT VL FCT ETF";" "
"316092 72 5";"";"FIDELITY";"INT HG DIV ETF";" "
"316092 78 2";"";"FIDELITY";"VLU FACTOR ETF";" "
"316092 79 0";"";"FIDELITY";"QLTY FCTOR ETF";" "
"316092 80 8";"*";"FIDELITY";"MSCI INFO TECH I";" "
"316092 90 8";"";"FIDELITY";"CALL";" "
"316092 95 8";"";"FIDELITY";"PUT";" "
"316092 81 6";"";"FIDELITY";"MOMENTUM FACTR";" "
"316092 82 4";"";"FIDELITY";"LOW VOLITY ETF";" "
"316092 83 2";"";"FIDELITY";"DIVID ETF RISI";" "
"316092 84 0";"";"FIDELITY";"HIGH DIVID ETF";" "
"316092 85 7";"";"FIDELITY";"MSCI RL EST ETF";" "
"316092 86 5";"";"FIDELITY";"MSCI UTILS INDEX";" "
"316092 87 3";"";"FIDELITY";"MSCI COMMNTN SVC";" "
"316092 88 1";"*";"FIDELITY";"MSCI MATLS INDEX";" "
"316092 90 1";"";"FIDELITY";"CALL";" "
"316092 95 1";"";"FIDELITY";"PUT";" "
"316188 10 1";"";"FIDELITY";"CORP BOND ETF";" "
"316188 20 0";"";"FIDELITY";"LTD TRM BD ETF";" "
"316188 30 9";"";"FIDELITY";"TOTAL BD ETF";" "
"316188 40 8";"";"FIDELITY";"LOW DURTIN ETF";" "
"31620M 10 6";"*";"FIDELITY NATL INFORMATION SV";"COM";" "
"31620M 90 6";"";"FIDELITY NATL INFORMATION SV";"CALL";" "
"31620M 95 6";"";"FIDELITY NATL INFORMATION SV";"PUT";" "
"31620R 30 3";"*";"FIDELITY NATIONAL FINANCIAL";"FNF GROUP COM";" "
"31620R 90 3";"";"FIDELITY NATIONAL FINANCIAL";"CALL";" "
"31620R 95 3";"";"FIDELITY NATIONAL FINANCIAL";"PUT";" "
"316394 10 5";"*";"FIDELITY SOUTHERN CORP NEW";"COM";" "
"316394 90 5";"";"FIDELITY SOUTHERN CORP NEW";"CALL";" "
"316394 95 5";"";"FIDELITY SOUTHERN CORP NEW";"PUT";" "
"31647Q 10 6";"";"FIDUCIARY CLAYMORE ENGRY INF";"COM";" "
"316500 10 7";"*";"FIDUS INVT CORP";"COM";" "
"316500 90 7";"";"FIDUS INVT CORP";"CALL";" "
"316500 95 7";"";"FIDUS INVT CORP";"PUT";" "
"31660B 10 1";"*";"FIESTA RESTAURANT GROUP INC";"COM";" "
"31660B 90 1";"";"FIESTA RESTAURANT GROUP INC";"CALL";" "
"31660B 95 1";"";"FIESTA RESTAURANT GROUP INC";"PUT";" "
"316773 10 0";"*";"FIFTH THIRD BANCORP";"COM";" "
"316773 90 0";"";"FIFTH THIRD BANCORP";"CALL";""
"316773 95 0";"";"FIFTH THIRD BANCORP";"PUT";""
"31680Q 10 4";"*";"58 COM INC";"SPON ADR REP A";""
"31680Q 90 4";"";"58 COM INC";"CALL";""
"31680Q 95 4";"";"58 COM INC";"PUT";""
"316827 AC 8";"";"51JOB INC";"NOTE  3.250% 4/1";"DELETED"
"316827 10 4";"*";"51JOB INC";"SPONSORED ADS";""
"316827 90 4";"";"51JOB INC";"CALL";""
"316827 95 4";"";"51JOB INC";"PUT";""
"317585 40 4";"*";"FINANCIAL INSTNS INC";"COM";""
"317585 90 4";"";"FINANCIAL INSTNS INC";"CALL";""
"317585 95 4";"";"FINANCIAL INSTNS INC";"PUT";""
"31787A AM 3";"";"FINISAR CORP";"NOTE  0.500%12/1";"DELETED"
"31787A AP 6";"";"FINISAR CORP";"NOTE  0.500%12/1";""
"31787A 50 7";"*";"FINISAR CORP";"COM NEW";""
"31787A 90 7";"";"FINISAR CORP";"CALL";""
"31787A 95 7";"";"FINISAR CORP";"PUT";""
"31788H 30 3";"*";"FINJAN HLDGS INC";"COM NEW";""
"31788H 90 3";"";"FINJAN HLDGS INC";"CALL";""
"31788H 95 3";"";"FINJAN HLDGS INC";"PUT";""
"31811A 10 1";"";"FINTECH ACQUISITION CORP III";"COM CL A";""
"31811A 11 9";"";"FINTECH ACQUISITION CORP III";"*W EXP 12/01/202";""
"31811A 30 9";"";"FINTECH ACQUISITION CORP III";"UNIT 12/01/2023";""
"31816Q AB 7";"";"FIREEYE INC";"NOTE  1.000% 6/0";""
"31816Q AD 3";"";"FIREEYE INC";"NOTE  1.625% 6/0";""
"31816Q AF 8";"";"FIREEYE INC";"NOTE  0.875% 6/0";"ADDED"
"31816Q 10 1";"*";"FIREEYE INC";"COM";""
"31816Q 90 1";"";"FIREEYE INC";"CALL";""
"31816Q 95 1";"";"FIREEYE INC";"PUT";""
"31847R 10 2";"*";"FIRST AMERN FINL CORP";"COM";""
"31847R 90 2";"";"FIRST AMERN FINL CORP";"CALL";""
"31847R 95 2";"";"FIRST AMERN FINL CORP";"PUT";""
"31866P 10 2";"*";"FIRST BANCORP INC ME";"COM";""
"31866P 90 2";"";"FIRST BANCORP INC ME";"CALL";""
"31866P 95 2";"";"FIRST BANCORP INC ME";"PUT";" "
"318672 70 6";"*";"FIRST BANCORP P R";"COM NEW";" "
"318672 90 6";"";"FIRST BANCORP P R";"CALL";" "
"318672 95 6";"";"FIRST BANCORP P R";"PUT";" "
"318910 10 6";"*";"FIRST BANCORP N C";"COM";" "
"318910 90 6";"";"FIRST BANCORP N C";"CALL";" "
"318910 95 6";"";"FIRST BANCORP N C";"PUT";" "
"318916 10 3";"";"FIRST BANCSHARES INC MS";"COM";" "
"31931U 10 2";"";"FIRST BANK WILLIAMSTOWN NJ";"COM";" "
"319383 20 4";"*";"FIRST BUSEY CORP";"COM NEW";" "
"319383 90 4";"";"FIRST BUSEY CORP";"CALL";" "
"319383 95 4";"";"FIRST BUSEY CORP";"PUT";" "
"319390 10 0";"*";"FIRST BUS FINL SVCS INC WIS";"COM";" "
"319390 90 0";"";"FIRST BUS FINL SVCS INC WIS";"CALL";" "
"319390 95 0";"";"FIRST BUS FINL SVCS INC WIS";"PUT";" "
"31942S 10 4";"";"FIRST CAPITAL INC";"COM";" "
"31946M 10 3";"*";"FIRST CTZNS BANCSHARES INC N";"CL A";" "
"31946M 90 3";"";"FIRST CTZNS BANCSHARES INC N";"CALL";" "
"31946M 95 3";"";"FIRST CTZNS BANCSHARES INC N";"PUT";" "
"31948P 10 4";"";"FIRST CHOICE BANCORP";"COM";" "
"319829 10 7";"*";"FIRST COMWLTH FINL CORP PA";"COM";" "
"319829 90 7";"";"FIRST COMWLTH FINL CORP PA";"CALL";" "
"319829 95 7";"";"FIRST COMWLTH FINL CORP PA";"PUT";" "
"31983A 10 3";"*";"FIRST CMNTY BANKSHARES INC V";"COM";" "
"31983A 90 3";"";"FIRST CMNTY BANKSHARES INC V";"CALL";" "
"31983A 95 3";"";"FIRST CMNTY BANKSHARES INC V";"PUT";" "
"319835 10 4";"";"FIRST CMNTY CORP S C";"COM";" "
"31986N 10 2";"";"1ST CONSTITUTION BANCORP";"COM";" "
"32006W 10 6";"*";"FIRST DEFIANCE FINL CORP";"COM";" "
"32006W 90 6";"";"FIRST DEFIANCE FINL CORP";"CALL";" "
"32006W 95 6";"";"FIRST DEFIANCE FINL CORP";"PUT";" "
"32008D 10 6";"*";"FIRST DATA CORP NEW";"COM CL A";" "
"32008D 90 6";"";"FIRST DATA CORP NEW";"CALL";" "
"32008D 95 6";"";"FIRST DATA CORP NEW";"PUT";" "
"32020R 10 9";"*";"FIRST FINL BANKSHARES";"COM";" "
"32020R 90 9";"";"FIRST FINL BANKSHARES";"CALL";" "
"32020R 95 9";"";"FIRST FINL BANKSHARES";"PUT";" "
"320209 10 9";"*";"FIRST FINL BANCORP OH";"COM";" "
"320209 90 9";"";"FIRST FINL BANCORP OH";"CALL";" "
"320209 95 9";"";"FIRST FINL BANCORP OH";"PUT";" "
